,index,CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment,Cluster
2096,2096,1502.0,45,46,50804.0,3,3,2,332,Loyal customers,5
2097,2097,1486.0,159,47,129929.0,1,3,3,133,At risk,1
2098,2098,1483.0,11,31,18220.0,4,2,1,421,Potential loyalists,5
2099,2099,1463.0,12,123,268579.0,4,4,4,444,Champions,5
2100,2100,1456.0,9,117,313980.0,4,4,4,444,Champions,5
2101,2101,1447.0,18,62,180733.0,4,3,3,433,Champions,5
2102,2102,1439.0,10,9,37573.0,4,1,1,411,New customers,5
2103,2103,1437.0,22,27,216966.0,3,2,4,324,Potential loyalists,5
2104,2104,1428.0,332,29,57851.0,1,2,2,122,Hibernating,1
2105,2105,1424.0,9,143,345454.0,4,4,4,444,Champions,5
2106,2106,1419.0,261,53,118512.0,1,3,3,133,At risk,1
2107,2107,1417.0,8,111,245538.0,4,4,4,444,Champions,5
2108,2108,1394.0,178,41,96639.0,1,2,3,123,Hibernating,1
2109,2109,1387.0,12,108,246182.0,4,4,4,444,Champions,5
2110,2110,1386.0,31,67,137022.0,3,3,3,333,Loyal customers,5
2111,2111,1377.0,3,44,19978.0,4,3,1,431,Champions,5
2112,2112,1363.0,41,165,86982.0,3,4,3,343,Loyal customers,5
2113,2113,1355.0,40,52,66512.0,3,3,2,332,Loyal customers,5
2114,2114,1344.0,240,52,161084.0,1,3,3,133,At risk,1
2115,2115,1342.0,37,26,90914.0,3,2,3,323,Potential loyalists,5
2116,2116,1332.0,47,26,64788.0,3,2,2,322,Potential loyalists,5
2117,2117,1330.0,2,134,666799.0,4,4,4,444,Champions,5
2118,2118,1329.0,130,28,77181.0,2,2,2,222,Hibernating,5
2119,2119,1316.0,276,15,43651.0,1,1,2,112,Hibernating,1
2120,2120,1310.0,31,34,75647.0,3,2,2,322,Potential loyalists,5
2121,2121,1305.0,75,34,795177.0,2,2,4,224,Hibernating,5
2122,2122,1295.0,3,69,34777.0,4,3,1,431,Champions,5
2123,2123,1292.0,365,29,24900.0,1,2,1,121,Hibernating,1
2124,2124,1287.0,44,42,63392.0,3,3,2,332,Loyal customers,5
2125,2125,1286.0,130,46,16265.0,2,3,1,231,At risk,5
2126,2126,1247.0,8,31,77964.0,4,2,2,422,Potential loyalists,5
2127,2127,1246.0,226,28,65219.0,1,2,2,122,Hibernating,1
2128,2128,1243.0,47,66,191118.0,3,3,3,333,Loyal customers,5
2129,2129,1241.0,53,20,112726.0,2,2,3,223,Hibernating,5
2130,2130,1235.0,10,84,408585.0,4,3,4,434,Champions,5
2131,2131,1230.0,11,208,500790.0,4,4,4,444,Champions,5
2132,2132,1224.0,214,16,42763.0,1,1,2,112,Hibernating,1
2133,2133,1221.0,20,13,43429.0,3,1,2,312,Promising,5
2134,2134,1219.0,29,16,127492.0,3,1,3,313,Promising,5
2135,2135,1217.0,40,111,242037.0,3,4,4,344,Loyal customers,5
2136,2136,1194.0,12,35,92191.0,4,2,3,423,Potential loyalists,5
2137,2137,1189.0,22,45,607342.0,3,3,4,334,Loyal customers,5
2138,2138,1180.0,96,58,156517.0,2,3,3,233,At risk,5
2139,2139,1173.0,2,117,252346.0,4,4,4,444,Champions,5
2140,2140,1170.0,60,26,65936.0,2,2,2,222,Hibernating,5
2141,2141,1164.0,39,26,48894.0,3,2,2,322,Potential loyalists,5
2142,2142,1160.0,326,12,20510.0,1,1,1,111,Hibernating,1
2143,2143,1155.0,31,27,114051.0,3,2,3,323,Potential loyalists,5
2144,2144,1143.0,55,36,147650.0,2,2,3,223,Hibernating,5
2145,2145,1129.0,20,139,303858.0,3,4,4,344,Loyal customers,5
2146,2146,1128.0,2,76,154694.0,4,3,3,433,Champions,5
2147,2147,1112.0,212,19,37675.0,1,2,1,121,Hibernating,1
2148,2148,1108.0,20,74,258923.0,3,3,4,334,Loyal customers,5
2149,2149,1103.0,33,46,215952.0,3,3,4,334,Loyal customers,5
2150,2150,1100.0,145,59,46249.0,1,3,2,132,At risk,5
2151,2151,1098.0,31,22,43194.0,3,2,2,322,Potential loyalists,5
2152,2152,1097.0,25,26,64077.0,3,2,2,322,Potential loyalists,5
2153,2153,1095.0,93,57,203653.0,2,3,3,233,At risk,5
2154,2154,1085.0,31,137,340085.0,3,4,4,344,Loyal customers,5
2155,2155,1083.0,139,60,591556.0,2,3,4,234,At risk,5
2156,2156,1079.0,4,349,4901197.0,4,4,4,444,Champions,4
2157,2157,1036.0,29,33,71265.0,3,2,2,322,Potential loyalists,5
2158,2158,1035.0,220,38,73505.0,1,2,2,122,Hibernating,1
2159,2159,1034.0,136,43,94918.0,2,3,3,233,At risk,5
2160,2160,1030.0,52,104,236123.0,3,4,4,344,Loyal customers,5
2161,2161,1022.0,270,21,18037.0,1,2,1,121,Hibernating,1
2162,2162,1016.0,272,50,46103.0,1,3,2,132,At risk,1
2163,2163,1013.0,8,28,91646.0,4,2,3,423,Potential loyalists,5
2164,2164,1008.0,39,12,23415.0,3,1,1,311,Promising,5
2165,2165,1001.0,183,8,10575.0,1,1,1,111,Hibernating,1
2166,2166,996.0,2,195,476752.0,4,4,4,444,Champions,5
2167,2167,993.0,19,65,46210.0,4,3,2,432,Champions,5
2168,2168,982.0,12,16,45773.0,4,1,2,412,New customers,5
2169,2169,980.0,115,56,125963.0,2,3,3,233,At risk,5
2170,2170,972.0,18,146,362366.0,4,4,4,444,Champions,5
2171,2171,965.0,68,62,140524.0,2,3,3,233,At risk,5
2172,2172,956.0,117,19,39003.0,2,2,1,221,Hibernating,5
2173,2173,947.0,27,27,24371.0,3,2,1,321,Potential loyalists,5
2174,2174,944.0,313,19,36152.0,1,2,1,121,Hibernating,1
2175,2175,936.0,12,87,287765.0,4,3,4,434,Champions,5
2176,2176,932.0,307,24,16574.0,1,2,1,121,Hibernating,1
2177,2177,919.0,41,176,114732.0,3,4,3,343,Loyal customers,5
2178,2178,917.0,355,82,154749.0,1,3,3,133,At risk,1
2179,2179,911.0,29,34,87105.0,3,2,3,323,Potential loyalists,5
2180,2180,897.0,207,22,56756.0,1,2,2,122,Hibernating,1
2181,2181,895.0,34,223,319498.0,3,4,4,344,Loyal customers,5
2182,2182,889.0,59,87,368454.0,2,3,4,234,At risk,5
2183,2183,876.0,318,26,62509.0,1,2,2,122,Hibernating,1
2184,2184,868.0,283,19,44256.0,1,2,2,122,Hibernating,1
2185,2185,860.0,18,422,1127314.0,4,4,4,444,Champions,0
2186,2186,857.0,234,23,58653.0,1,2,2,122,Hibernating,1
2187,2187,855.0,66,10,22148.0,2,1,1,211,Hibernating,5
2188,2188,830.0,24,19,38759.0,3,2,1,321,Potential loyalists,5
2189,2189,818.0,11,74,29371.0,4,3,1,431,Champions,5
2190,2190,813.0,41,103,245058.0,3,4,4,344,Loyal customers,5
2191,2191,810.0,12,304,805199.0,4,4,4,444,Champions,0
2192,2192,809.0,5,28,71264.0,4,2,2,422,Potential loyalists,5
2193,2193,801.0,18,3,10860.0,4,1,1,411,New customers,5
2194,2194,793.0,75,13,67356.0,2,1,2,212,Hibernating,5
2195,2195,789.0,31,152,532411.0,3,4,4,344,Loyal customers,5
2196,2196,786.0,27,97,92116.0,3,3,3,333,Loyal customers,5
2197,2197,784.0,89,37,101833.0,2,2,3,223,Hibernating,5
2198,2198,771.0,258,90,75669.0,1,3,2,132,At risk,1
2199,2199,770.0,81,42,96965.0,2,3,3,233,At risk,5
2200,2200,769.0,123,32,81014.0,2,2,2,222,Hibernating,5
2201,2201,768.0,72,51,101099.0,2,3,3,233,At risk,5
2202,2202,758.0,261,42,94336.0,1,3,3,133,At risk,1
2203,2203,754.0,78,51,109009.0,2,3,3,233,At risk,5
2204,2204,751.0,93,53,147831.0,2,3,3,233,At risk,5
2205,2205,750.0,32,17,102983.0,3,1,3,313,Promising,5
2206,2206,739.0,67,124,275939.0,2,4,4,244,Can't loose them,5
2207,2207,732.0,23,54,167779.0,3,3,3,333,Loyal customers,5
2208,2208,726.0,170,20,48101.0,1,2,2,122,Hibernating,1
2209,2209,725.0,270,5,15960.0,1,1,1,111,Hibernating,1
2210,2210,723.0,8,59,256847.0,4,3,4,434,Champions,5
2211,2211,713.0,123,85,108465.0,2,3,3,233,At risk,5
2212,2212,695.0,62,87,35487.0,2,3,1,231,At risk,5
2213,2213,687.0,19,141,282471.0,4,4,4,444,Champions,5
2214,2214,678.0,213,58,126192.0,1,3,3,133,At risk,1
2215,2215,674.0,226,10,19720.0,1,1,1,111,Hibernating,1
2216,2216,660.0,11,56,164951.0,4,3,3,433,Champions,5
2217,2217,654.0,24,46,113940.0,3,3,3,333,Loyal customers,5
2218,2218,653.0,6,118,1321448.0,4,4,4,444,Champions,0
2219,2219,599.0,98,2,8280.0,2,1,1,211,Hibernating,5
2220,2220,589.0,12,120,313154.0,4,4,4,444,Champions,5
2221,2221,586.0,60,47,104402.0,2,3,3,233,At risk,5
2222,2222,585.0,373,10,52288.0,1,1,2,112,Hibernating,1
2223,2223,584.0,47,58,216469.0,3,3,4,334,Loyal customers,5
2224,2224,567.0,6,18,40408.0,4,2,2,422,Potential loyalists,5
2225,2225,566.0,129,72,484681.0,2,3,4,234,At risk,5
2226,2226,561.0,2,112,106117.0,4,4,3,443,Champions,5
2227,2227,554.0,25,48,64095.0,3,3,2,332,Loyal customers,5
2228,2228,549.0,255,15,35544.0,1,1,1,111,Hibernating,1
2229,2229,546.0,79,76,168041.0,2,3,3,233,At risk,5
2230,2230,541.0,57,171,402445.0,2,4,4,244,Can't loose them,5
2231,2231,529.0,12,99,100562.0,4,3,3,433,Champions,5
2232,2232,528.0,35,10,132814.0,3,1,3,313,Promising,5
2233,2233,523.0,5,131,337026.0,4,4,4,444,Champions,5
2234,2234,522.0,18,458,1009377.0,4,4,4,444,Champions,0
2235,2235,516.0,10,89,212994.0,4,3,4,434,Champions,5
2236,2236,508.0,6,339,1300739.0,4,4,4,444,Champions,0
2237,2237,506.0,197,28,63967.0,1,2,2,122,Hibernating,1
2238,2238,502.0,25,27,53197.0,3,2,2,322,Potential loyalists,5
2239,2239,499.0,6,63,696022.0,4,3,4,434,Champions,5
2240,2240,496.0,1,76,220970.0,4,3,4,434,Champions,5
2241,2241,494.0,243,28,52752.0,1,2,2,122,Hibernating,1
2242,2242,481.0,8,16,34125.0,4,1,1,411,New customers,5
2243,2243,480.0,10,238,520996.0,4,4,4,444,Champions,0
2244,2244,461.0,3,129,307571.0,4,4,4,444,Champions,5
2245,2245,453.0,65,28,20657.0,2,2,1,221,Hibernating,5
2246,2246,450.0,18,28,23752.0,4,2,1,421,Potential loyalists,5
2247,2247,443.0,25,75,393252.0,3,3,4,334,Loyal customers,5
2248,2248,440.0,12,63,373610.0,4,3,4,434,Champions,5
2249,2249,437.0,14,107,1296156.0,4,4,4,444,Champions,0
2250,2250,435.0,45,22,48139.0,3,2,2,322,Potential loyalists,5
2251,2251,432.0,25,82,49953.0,3,3,2,332,Loyal customers,5
2252,2252,429.0,64,71,154990.0,2,3,3,233,At risk,5
2253,2253,418.0,327,66,73421.0,1,3,2,132,At risk,1
2254,2254,412.0,27,95,206761.0,3,3,3,333,Loyal customers,5
2255,2255,408.0,8,314,277211.0,4,4,4,444,Champions,0
2256,2256,403.0,97,50,18150.0,2,3,1,231,At risk,5
2257,2257,391.0,60,175,315762.0,2,4,4,244,Can't loose them,5
2258,2258,371.0,45,15,32596.0,3,1,1,311,Promising,5
2259,2259,367.0,187,24,53246.0,1,2,2,122,Hibernating,1
2260,2260,359.0,193,20,38140.0,1,2,1,121,Hibernating,1
2261,2261,352.0,64,24,103856.0,2,2,3,223,Hibernating,5
2262,2262,346.0,239,32,132446.0,1,2,3,123,Hibernating,1
2263,2263,342.0,8,67,226818.0,4,3,4,434,Champions,5
2264,2264,341.0,53,92,178480.0,2,3,3,233,At risk,5
2265,2265,336.0,236,63,613410.0,1,3,4,134,At risk,1
2266,2266,334.0,82,53,561920.0,2,3,4,234,At risk,5
2267,2267,333.0,129,15,33848.0,2,1,1,211,Hibernating,5
2268,2268,328.0,135,134,67823.0,2,4,2,242,Can't loose them,5
2269,2269,326.0,100,37,122634.0,2,2,3,223,Hibernating,5
2270,2270,321.0,235,22,43360.0,1,2,2,122,Hibernating,1
2271,2271,315.0,29,117,390149.0,3,4,4,344,Loyal customers,5
2272,2272,312.0,4,68,91023.0,4,3,3,433,Champions,5
2273,2273,309.0,3,342,747446.0,4,4,4,444,Champions,0
2274,2274,308.0,6,37,76914.0,4,2,2,422,Potential loyalists,5
2275,2275,306.0,152,53,110145.0,1,3,3,133,At risk,1
2276,2276,305.0,4,67,131467.0,4,3,3,433,Champions,5
2277,2277,304.0,107,20,37608.0,2,2,1,221,Hibernating,5
2278,2278,300.0,97,74,146330.0,2,3,3,233,At risk,5
2279,2279,298.0,33,147,305092.0,3,4,4,344,Loyal customers,5
2280,2280,297.0,292,33,72796.0,1,2,2,122,Hibernating,1
2281,2281,292.0,80,51,100749.0,2,3,3,233,At risk,5
2282,2282,289.0,9,27,69255.0,4,2,2,422,Potential loyalists,5
2283,2283,288.0,71,35,103693.0,2,2,3,223,Hibernating,5
2284,2284,286.0,36,27,114558.0,3,2,3,323,Potential loyalists,5
2285,2285,285.0,206,15,39598.0,1,1,2,112,Hibernating,1
2286,2286,284.0,26,70,148131.0,3,3,3,333,Loyal customers,5
2287,2287,282.0,375,6,11570.0,1,1,1,111,Hibernating,1
2288,2288,279.0,5,331,1000877.0,4,4,4,444,Champions,0
2289,2289,276.0,1,49,97967.0,4,3,3,433,Champions,5
2290,2290,275.0,60,44,123406.0,2,3,3,233,At risk,5
2291,2291,273.0,26,39,147640.0,3,2,3,323,Potential loyalists,5
2292,2292,272.0,40,79,245256.0,3,3,4,334,Loyal customers,5
2293,2293,271.0,6,41,76200.0,4,2,2,422,Potential loyalists,5
2294,2294,267.0,12,157,393219.0,4,4,4,444,Champions,5
2295,2295,261.0,13,12,30294.0,4,1,1,411,New customers,5
2296,2296,258.0,12,44,188592.0,4,3,3,433,Champions,5
2297,2297,256.0,13,34,65543.0,4,2,2,422,Potential loyalists,5
2298,2298,253.0,336,9,16065.0,1,1,1,111,Hibernating,1
2299,2299,249.0,23,110,394423.0,3,4,4,344,Loyal customers,5
2300,2300,237.0,59,97,255699.0,2,3,4,234,At risk,5
2301,2301,235.0,10,62,133115.0,4,3,3,433,Champions,5
2302,2302,229.0,277,17,34377.0,1,1,1,111,Hibernating,1
2303,2303,222.0,96,30,76578.0,2,2,2,222,Hibernating,5
2304,2304,219.0,58,149,390308.0,2,4,4,244,Can't loose them,5
2305,2305,216.0,24,102,225048.0,3,4,4,344,Loyal customers,5
2306,2306,215.0,79,57,128931.0,2,3,3,233,At risk,5
2307,2307,207.0,30,55,136620.0,3,3,3,333,Loyal customers,5
2308,2308,206.0,10,127,381333.0,4,4,4,444,Champions,5
2309,2309,204.0,52,25,73777.0,3,2,2,322,Potential loyalists,5
2310,2310,202.0,110,20,49189.0,2,2,2,222,Hibernating,5
2311,2311,201.0,94,16,56894.0,2,1,2,212,Hibernating,5
2312,2312,192.0,3,232,940065.0,4,4,4,444,Champions,0
2313,2313,190.0,40,14,26300.0,3,1,1,311,Promising,5
2314,2314,188.0,79,28,51894.0,2,2,2,222,Hibernating,5
2315,2315,187.0,22,112,305723.0,3,4,4,344,Loyal customers,5
2316,2316,182.0,9,58,112008.0,4,3,3,433,Champions,5
2317,2317,181.0,40,34,80348.0,3,2,2,322,Potential loyalists,5
2318,2318,180.0,4,157,403568.0,4,4,4,444,Champions,5
2319,2319,174.0,304,16,29545.0,1,1,1,111,Hibernating,1
2320,2320,173.0,6,103,242772.0,4,4,4,444,Champions,5
2321,2321,172.0,314,20,66350.0,1,2,2,122,Hibernating,1
2322,2322,156.0,30,21,45271.0,3,2,2,322,Potential loyalists,5
2323,2323,150.0,60,62,191646.0,2,3,3,233,At risk,5
2324,2324,148.0,86,17,46012.0,2,1,2,212,Hibernating,5
2325,2325,147.0,1,68,151615.0,4,3,3,433,Champions,5
2326,2326,144.0,40,10,29723.0,3,1,1,311,Promising,5
2327,2327,140.0,1,119,253627.0,4,4,4,444,Champions,5
2328,2328,138.0,78,24,160118.0,2,2,3,223,Hibernating,5
2329,2329,131.0,27,69,53515.0,3,3,2,332,Loyal customers,5
2330,2330,118.0,65,18,32436.0,2,2,1,221,Hibernating,5
2331,2331,116.0,6,235,631870.0,4,4,4,444,Champions,0
2332,2332,114.0,10,54,155349.0,4,3,3,433,Champions,5
2333,2333,112.0,18,68,249088.0,4,3,4,434,Champions,5
2334,2334,101.0,3,438,2049141.0,4,4,4,444,Champions,0
2335,2335,99.0,19,45,88594.0,4,3,3,433,Champions,5
2336,2336,97.0,54,79,164513.0,2,3,3,233,At risk,5
2337,2337,95.0,155,34,76450.0,1,2,2,122,Hibernating,1
2338,2338,92.0,45,122,331818.0,3,4,4,344,Loyal customers,5
2339,2339,89.0,135,43,95624.0,2,3,3,233,At risk,5
2340,2340,83.0,244,25,53855.0,1,2,2,122,Hibernating,1
2341,2341,82.0,58,57,117966.0,2,3,3,233,At risk,5
2342,2342,81.0,25,3,9948.0,3,1,1,311,Promising,5
2343,2343,79.0,4,11,21598.0,4,1,1,411,New customers,5
2344,2344,78.0,367,10,21144.0,1,1,1,111,Hibernating,1
2345,2345,77.0,15,96,304853.0,4,3,4,434,Champions,5
2346,2346,76.0,3,184,566503.0,4,4,4,444,Champions,5
2347,2347,69.0,45,10,27584.0,3,1,1,311,Promising,5
2348,2348,68.0,10,94,407444.0,4,3,4,434,Champions,5
2349,2349,65.0,195,29,62672.0,1,2,2,122,Hibernating,1
2350,2350,63.0,163,30,200188.0,1,2,3,123,Hibernating,1
2351,2351,58.0,113,34,86360.0,2,2,3,223,Hibernating,5
2352,2352,50.0,33,101,332786.0,3,4,4,344,Loyal customers,5
2353,2353,47.0,149,53,178467.0,1,3,3,133,At risk,5
2354,2354,43.0,120,55,158398.0,2,3,3,233,At risk,5
2355,2355,42.0,46,84,215492.0,3,3,4,334,Loyal customers,5
2356,2356,39.0,66,25,148768.0,2,2,3,223,Hibernating,5
2357,2357,36.0,80,31,68598.0,2,2,2,222,Hibernating,5
2358,2358,33.0,29,25,47632.0,3,2,2,322,Potential loyalists,5
2359,2359,32.0,190,94,236899.0,1,3,4,134,At risk,1
2360,2360,29.0,83,38,93904.0,2,2,3,223,Hibernating,5
2361,2361,27.0,316,76,200342.0,1,3,3,133,At risk,1
2362,2362,25.0,26,32,76012.0,3,2,2,322,Potential loyalists,5
2363,2363,24.0,312,13,42424.0,1,1,2,112,Hibernating,1
2364,2364,23.0,72,49,163883.0,2,3,3,233,At risk,5
2365,2365,15.0,288,9,21630.0,1,1,1,111,Hibernating,1
2366,2366,8.0,233,58,135550.0,1,3,3,133,At risk,1
2367,2367,6.0,37,77,166972.0,3,3,3,333,Loyal customers,5
2368,2368,4362.0,3,166,414937.0,4,4,4,444,Champions,5
2369,2369,4359.0,139,1,2722.0,2,1,1,211,Hibernating,5
2370,2370,4356.0,141,13,21484.0,2,1,1,211,Hibernating,5
2371,2371,4334.0,84,37,74532.0,2,2,2,222,Hibernating,5
2372,2372,4323.0,23,64,148223.0,3,3,3,333,Loyal customers,5
2373,2373,4321.0,6,114,259122.0,4,4,4,444,Champions,5
2374,2374,4319.0,30,31,87133.0,3,2,3,323,Potential loyalists,5
2375,2375,4314.0,28,42,77159.0,3,3,2,332,Loyal customers,5
2376,2376,4307.0,107,32,23267.0,2,2,1,221,Hibernating,5
2377,2377,4301.0,263,7,29204.0,1,1,1,111,Hibernating,1
2378,2378,4280.0,179,10,41252.0,1,1,2,112,Hibernating,1
2379,2379,4277.0,58,39,78931.0,2,2,2,222,Hibernating,5
2380,2380,4261.0,18,159,1145182.0,4,4,4,444,Champions,0
2381,2381,4245.0,26,73,61774.0,3,3,2,332,Loyal customers,5
2382,2382,4243.0,291,28,24197.0,1,2,1,121,Hibernating,1
2383,2383,4235.0,38,38,93386.0,3,2,3,323,Potential loyalists,5
2384,2384,4234.0,3,322,10654918.0,4,4,4,444,Champions,4
2385,2385,4232.0,128,19,22579.0,2,2,1,221,Hibernating,5
2386,2386,4227.0,94,36,274068.0,2,2,4,224,Hibernating,5
2387,2387,4219.0,39,17,44410.0,3,1,2,312,Promising,5
2388,2388,4194.0,46,47,27159.0,3,3,1,331,Loyal customers,5
2389,2389,4182.0,6,9,26761.0,4,1,1,411,New customers,5
2390,2390,4167.0,24,22,49659.0,3,2,2,322,Potential loyalists,5
2391,2391,4157.0,14,38,22491.0,4,2,1,421,Potential loyalists,5
2392,2392,4136.0,143,35,16813.0,2,2,1,221,Hibernating,5
2393,2393,4119.0,160,12,12599.0,1,1,1,111,Hibernating,1
2394,2394,4093.0,30,19,12220.0,3,2,1,321,Potential loyalists,5
2395,2395,4079.0,131,10,12435.0,2,1,1,211,Hibernating,5
2396,2396,4071.0,44,26,58412.0,3,2,2,322,Potential loyalists,5
2397,2397,4064.0,31,79,152653.0,3,3,3,333,Loyal customers,5
2398,2398,4047.0,86,51,113776.0,2,3,3,233,At risk,5
2399,2399,4042.0,43,56,45910.0,3,3,2,332,Loyal customers,5
2400,2400,4015.0,180,46,54095.0,1,3,2,132,At risk,1
2401,2401,3998.0,200,38,127685.0,1,2,3,123,Hibernating,1
2402,2402,3976.0,11,10,20859.0,4,1,1,411,New customers,5
2403,2403,3966.0,17,192,451276.0,4,4,4,444,Champions,5
2404,2404,3962.0,27,50,153292.0,3,3,3,333,Loyal customers,5
2405,2405,3956.0,45,29,65645.0,3,2,2,322,Potential loyalists,5
2406,2406,3949.0,169,31,110221.0,1,2,3,123,Hibernating,1
2407,2407,3947.0,31,74,257929.0,3,3,4,334,Loyal customers,5
2408,2408,3911.0,74,82,239199.0,2,3,4,234,At risk,5
2409,2409,3904.0,139,52,107799.0,2,3,3,233,At risk,5
2410,2410,3895.0,32,35,70043.0,3,2,2,322,Potential loyalists,5
2411,2411,3887.0,19,315,270048.0,4,4,4,444,Champions,0
2412,2412,3884.0,22,26,163604.0,3,2,3,323,Potential loyalists,5
2413,2413,3873.0,34,59,30092.0,3,3,1,331,Loyal customers,5
2414,2414,3872.0,218,63,40635.0,1,3,2,132,At risk,1
2415,2415,3861.0,3,200,185690.0,4,4,3,443,Champions,5
2416,2416,3845.0,8,165,566556.0,4,4,4,444,Champions,5
2417,2417,3841.0,20,46,24248.0,3,3,1,331,Loyal customers,5
2418,2418,3823.0,180,3,8084.0,1,1,1,111,Hibernating,1
2419,2419,3816.0,5,19,133135.0,4,2,3,423,Potential loyalists,5
2420,2420,3811.0,31,45,97999.0,3,3,3,333,Loyal customers,5
2421,2421,3803.0,29,105,440884.0,3,4,4,344,Loyal customers,5
2422,2422,3798.0,262,88,76044.0,1,3,2,132,At risk,1
2423,2423,3776.0,45,78,202938.0,3,3,3,333,Loyal customers,5
2424,2424,3774.0,15,5,15756.0,4,1,1,411,New customers,5
2425,2425,3771.0,18,215,247934.0,4,4,4,444,Champions,5
2426,2426,3767.0,44,111,91128.0,3,4,3,343,Loyal customers,5
2427,2427,3751.0,162,5,22284.0,1,1,1,111,Hibernating,1
2428,2428,3739.0,27,43,98938.0,3,3,3,333,Loyal customers,5
2429,2429,3737.0,17,117,317801.0,4,4,4,444,Champions,5
2430,2430,3734.0,43,30,61055.0,3,2,2,322,Potential loyalists,5
2431,2431,3722.0,37,33,33556.0,3,2,1,321,Potential loyalists,5
2432,2432,3719.0,115,38,79589.0,2,2,2,222,Hibernating,5
2433,2433,3694.0,239,34,22543.0,1,2,1,121,Hibernating,1
2434,2434,3682.0,38,27,65398.0,3,2,2,322,Potential loyalists,5
2435,2435,3676.0,16,87,71763.0,4,3,2,432,Champions,5
2436,2436,3662.0,18,50,142258.0,4,3,3,433,Champions,5
2437,2437,3652.0,96,12,9806.0,2,1,1,211,Hibernating,5
2438,2438,3611.0,54,31,125059.0,2,2,3,223,Hibernating,5
2439,2439,3598.0,99,47,40371.0,2,3,2,232,At risk,5
2440,2440,3596.0,19,47,137124.0,4,3,3,433,Champions,5
2441,2441,3590.0,32,25,16032.0,3,2,1,321,Potential loyalists,5
2442,2442,3578.0,25,96,89330.0,3,3,3,333,Loyal customers,5
2443,2443,3573.0,59,19,52570.0,2,2,2,222,Hibernating,5
2444,2444,3558.0,59,54,111698.0,2,3,3,233,At risk,5
2445,2445,3555.0,33,144,326398.0,3,4,4,344,Loyal customers,5
2446,2446,3550.0,33,67,170044.0,3,3,3,333,Loyal customers,5
2447,2447,3547.0,78,23,58420.0,2,2,2,222,Hibernating,5
2448,2448,3521.0,6,127,92732.0,4,4,3,443,Champions,5
2449,2449,3491.0,115,64,38214.0,2,3,1,231,At risk,5
2450,2450,3473.0,86,65,137379.0,2,3,3,233,At risk,5
2451,2451,3463.0,246,28,53215.0,1,2,2,122,Hibernating,1
2452,2452,3461.0,87,28,129116.0,2,2,3,223,Hibernating,5
2453,2453,3459.0,64,11,19982.0,2,1,1,211,Hibernating,5
2454,2454,3448.0,9,74,72771.0,4,3,2,432,Champions,5
2455,2455,3438.0,290,12,89960.0,1,1,3,113,Hibernating,1
2456,2456,3435.0,12,93,201007.0,4,3,3,433,Champions,5
2457,2457,3423.0,78,39,42687.0,2,2,2,222,Hibernating,5
2458,2458,3404.0,57,42,148561.0,2,3,3,233,At risk,5
2459,2459,3399.0,212,33,89272.0,1,2,3,123,Hibernating,1
2460,2460,3373.0,73,18,49884.0,2,2,2,222,Hibernating,5
2461,2461,3368.0,30,60,48181.0,3,3,2,332,Loyal customers,5
2462,2462,3367.0,117,44,203120.0,2,3,3,233,At risk,5
2463,2463,3343.0,142,11,24230.0,2,1,1,211,Hibernating,5
2464,2464,3315.0,52,22,40409.0,3,2,2,322,Potential loyalists,5
2465,2465,3312.0,228,38,42323.0,1,2,2,122,Hibernating,1
2466,2466,3308.0,104,28,56544.0,2,2,2,222,Hibernating,5
2467,2467,3281.0,101,60,56899.0,2,3,2,232,At risk,5
2468,2468,3277.0,61,76,50889.0,2,3,2,232,At risk,5
2469,2469,3261.0,66,22,48816.0,2,2,2,222,Hibernating,5
2470,2470,3241.0,53,53,86255.0,2,3,3,233,At risk,5
2471,2471,3230.0,27,27,24018.0,3,2,1,321,Potential loyalists,5
2472,2472,3218.0,46,27,80616.0,3,2,2,322,Potential loyalists,5
2473,2473,3196.0,55,98,41568.0,2,3,2,232,At risk,5
2474,2474,3166.0,74,64,70407.0,2,3,2,232,At risk,5
2475,2475,3163.0,1,179,572022.0,4,4,4,444,Champions,5
2476,2476,3143.0,5,62,136385.0,4,3,3,433,Champions,5
2477,2477,3137.0,52,27,38760.0,3,2,1,321,Potential loyalists,5
2478,2478,3128.0,183,9,17036.0,1,1,1,111,Hibernating,1
2479,2479,3110.0,43,52,105404.0,3,3,3,333,Loyal customers,5
2480,2480,3104.0,291,25,103575.0,1,2,3,123,Hibernating,1
2481,2481,3100.0,111,55,68181.0,2,3,2,232,At risk,5
2482,2482,3098.0,20,177,140940.0,3,4,3,343,Loyal customers,5
2483,2483,3094.0,4,17,35499.0,4,1,1,411,New customers,5
2484,2484,3064.0,177,25,51283.0,1,2,2,122,Hibernating,1
2485,2485,3042.0,100,111,280874.0,2,4,4,244,Can't loose them,5
2486,2486,3016.0,25,18,44294.0,3,2,2,322,Potential loyalists,5
2487,2487,2960.0,335,8,20380.0,1,1,1,111,Hibernating,1
2488,2488,2940.0,129,118,55678.0,2,4,2,242,Can't loose them,5
2489,2489,2938.0,2,37,45861.0,4,2,2,422,Potential loyalists,5
2490,2490,2914.0,340,11,22909.0,1,1,1,111,Hibernating,1
2491,2491,2911.0,101,23,62785.0,2,2,2,222,Hibernating,5
2492,2492,2907.0,117,25,56421.0,2,2,2,222,Hibernating,5
